City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Boyuibe,BO,2022-07-12 18:40:28,-20.4167,-63.2833,66.47,22,36,5.23
297,Houma,US,2022-07-12 18:40:29,29.5958,-90.7195,93.99,51,84,3.38
298,Nelson Bay,AU,2022-07-12 18:35:36,-32.7167,152.15,51.01,97,100,10.0
299,Mareeba,AU,2022-07-12 18:40:30,-17.0,145.4333,57.92,94,17,3.22
300,Corinto,GR,2022-07-12 18:40:30,37.9407,22.9573,80.89,57,0,5.14
301,Raychikhinsk,RU,2022-07-12 18:40:31,49.7838,129.4121,62.37,88,17,7.7
302,Mount Isa,AU,2022-07-12 18:40:31,-20.7333,139.5,47.97,46,5,9.22
303,Glendive,US,2022-07-12 18:40:32,47.1053,-104.7125,83.48,42,0,6.91
304,Lahaina,US,2022-07-12 18:36:23,20.8783,-156.6825,81.95,79,78,4.41
305,Butaritari,KI,2022-07-12 18:40:33,3.0707,172.7902,82.4,74,100,17.56
306,Hambantota,LK,2022-07-12 18:40:34,6.1241,81.1185,79.14,94,20,9.22
307,Kampong Thum,KH,2022-07-12 18:40:34,12.7111,104.8887,74.19,97,100,3.85
308,Lasa,IT,2022-07-12 18:40:35,46.6166,10.7002,74.28,60,18,6.51
309,Fairbanks,US,2022-07-12 18:40:32,64.8378,-147.7164,66.09,88,75,0.0
310,Kawalu,ID,2022-07-12 18:40:35,-7.3817,108.2082,72.63,97,91,1.52
311,San Andres,CO,2022-07-12 18:37:43,12.5847,-81.7006,87.82,74,40,10.36
312,Xai-Xai,MZ,2022-07-12 18:40:36,-25.0519,33.6442,67.01,86,0,7.94
313,Angoche,MZ,2022-07-12 18:40:38,-16.2325,39.9086,72.84,70,0,4.54
314,Dunedin,NZ,2022-07-12 18:40:38,-45.8742,170.5036,46.87,96,100,13.6
315,Karratha,AU,2022-07-12 18:38:12,-20.7377,116.8463,65.03,57,0,8.72
316,Khatanga,RU,2022-07-12 18:40:39,71.9667,102.5,37.18,95,100,10.51
317,Progreso,MX,2022-07-12 18:40:41,21.2833,-89.6667,89.71,54,100,9.78
318,Staroshcherbinovskaya,RU,2022-07-12 18:40:41,46.6311,38.6742,69.48,53,0,8.59
319,Trincomalee,LK,2022-07-12 18:41:42,8.5711,81.2335,80.69,76,83,26.06
320,Fonte Boa,BR,2022-07-12 18:41:42,-2.4959,-66.2662,87.1,60,100,0.98
321,Pervomayskoye,RU,2022-07-12 18:41:42,43.919,46.7102,75.07,61,0,6.15
322,Acapulco,MX,2022-07-12 18:39:53,16.8634,-99.8901,84.02,79,40,4.61
323,Itoman,JP,2022-07-12 18:39:30,26.1247,127.6694,82.42,89,81,4.61
324,Nargana,PA,2022-07-12 18:41:43,9.4428,-78.5906,80.6,82,99,3.27
325,Bressanone,IT,2022-07-12 18:41:44,46.715,11.656,80.37,60,9,5.5
326,Batsfjord,NO,2022-07-12 18:41:44,70.6345,29.7185,67.78,59,97,16.11
327,Praya,CV,2022-07-12 18:41:45,14.9215,-23.5087,81.14,69,20,12.66
328,Constitucion,CL,2022-07-12 18:41:45,-35.3333,-72.4167,53.19,65,100,3.56
329,Hovd,MN,2022-07-12 18:41:46,48.0056,91.6419,66.83,46,100,6.85
330,Bay Saint Louis,US,2022-07-12 18:37:17,30.3088,-89.33,93.27,66,40,5.75
331,Baherden,TM,2022-07-12 18:39:56,38.4362,57.4316,83.84,23,0,1.32
332,Amahai,ID,2022-07-12 18:41:47,-3.3333,128.9167,76.64,87,100,6.33
333,Sohag,EG,2022-07-12 18:41:47,26.557,31.6948,89.76,25,12,10.89
334,Cabo San Lucas,MX,2022-07-12 18:41:43,22.8909,-109.9124,94.3,63,54,9.04
335,Leshukonskoye,RU,2022-07-12 18:38:06,64.8989,45.7622,71.65,60,0,5.08
336,Quelimane,MZ,2022-07-12 18:41:49,-17.8786,36.8883,67.35,82,9,4.34
337,Idanre,NG,2022-07-12 18:41:49,7.1127,5.1159,70.59,99,62,3.33
338,Kenora,CA,2022-07-12 18:41:49,49.8167,-94.4337,71.78,73,100,8.99
339,Wanning,CN,2022-07-12 18:38:11,18.8003,110.3967,80.13,90,100,5.66
340,Coahuayana,MX,2022-07-12 18:41:50,18.7333,-103.6833,90.68,55,100,6.91
341,Ngunguru,NZ,2022-07-12 18:41:51,-35.6167,174.5,57.9,81,56,13.15
342,Yar-Sale,RU,2022-07-12 18:41:51,66.8333,70.8333,46.49,70,94,5.64
343,Beya,RU,2022-07-12 18:41:52,53.0533,90.9139,61.3,61,100,2.86
344,Svetlogorsk,BY,2022-07-12 18:41:52,52.6333,29.7333,54.05,94,100,22.59
345,Marshall,US,2022-07-12 18:41:53,34.3834,-86.3333,93.31,59,75,4.61
346,Verkhoyansk,RU,2022-07-12 18:41:53,67.5447,133.385,58.28,78,32,6.33
347,Konevo,RU,2022-07-12 18:41:53,62.1215,39.3192,66.38,85,41,6.8
348,Faanui,PF,2022-07-12 18:41:54,-16.4833,-151.75,78.33,71,0,7.96
349,Bogorodskoye,RU,2022-07-12 18:41:54,56.55,37.8833,60.82,85,0,5.06
350,Ryomgard,DK,2022-07-12 18:41:55,56.3843,10.503,73.4,59,75,5.99
351,Santa Barbara,US,2022-07-12 18:41:53,34.7333,-120.0343,75.9,53,0,4.61
352,Sioux Lookout,CA,2022-07-12 18:41:56,50.1001,-91.917,69.87,64,75,8.05
353,Urengoy,RU,2022-07-12 18:41:56,65.9667,78.3667,47.93,66,6,8.81
354,Rock Sound,BS,2022-07-12 18:41:57,24.9,-76.2,83.53,76,59,14.79
355,Troitsko-Pechorsk,RU,2022-07-12 18:41:57,62.7084,56.1964,67.95,76,87,4.27
356,Kamaishi,JP,2022-07-12 18:41:58,39.2667,141.8833,71.06,97,100,3.38
357,Champerico,GT,2022-07-12 18:38:33,14.3,-91.9167,90.14,64,100,4.5
358,Tres Picos,MX,2022-07-12 18:41:59,15.8667,-93.5333,85.1,74,92,5.64
359,Sorong,ID,2022-07-12 18:40:17,-0.8833,131.25,75.38,95,100,8.79
360,Coihaique,CL,2022-07-12 18:41:59,-45.5752,-72.0662,37.35,81,40,5.75
361,Norman Wells,CA,2022-07-12 18:38:32,65.282,-126.8329,66.24,77,75,4.61
362,Pimentel,PE,2022-07-12 18:42:00,-6.8367,-79.9342,70.09,64,0,13.8
363,Kaura Namoda,NG,2022-07-12 18:42:01,12.5898,6.5779,76.77,75,100,17.29
364,Esso,RU,2022-07-12 18:42:01,55.9333,158.7,71.19,78,0,3.31
365,Mackay,AU,2022-07-12 18:42:02,-21.15,149.2,49.68,78,0,8.81
366,Tumarbong,PH,2022-07-12 18:42:02,10.3766,119.4579,78.66,89,99,3.33
367,Yanam,IN,2022-07-12 18:43:03,16.7333,82.2167,76.48,81,100,13.27
368,Puerto Concordia,CO,2022-07-12 18:43:03,2.6221,-72.7572,80.47,80,54,4.74
369,Lincoln,US,2022-07-12 18:40:59,40.8,-96.667,87.3,42,0,10.36
370,Tonj,SS,2022-07-12 18:43:04,7.2737,28.6822,71.74,92,40,3.2
371,Kikwit,CD,2022-07-12 18:43:05,-5.041,18.8162,79.74,28,18,1.95
372,Matara,LK,2022-07-12 18:43:05,5.9485,80.5353,78.44,85,14,12.01
373,Songjianghe,CN,2022-07-12 18:43:06,42.1859,127.479,64.29,80,100,3.18
374,Aconibe,GQ,2022-07-12 18:43:06,1.2968,10.9369,67.89,97,100,3.15
375,Inhuma,BR,2022-07-12 18:43:07,-6.6683,-41.7078,91.6,29,70,7.09
376,Prince Rupert,CA,2022-07-12 18:40:07,54.3161,-130.3201,53.69,87,100,14.97
377,Trofors,NO,2022-07-12 18:43:08,65.5333,13.4063,60.67,88,100,4.07
378,Vuktyl,RU,2022-07-12 18:43:08,63.8567,57.3094,64.06,92,14,4.38
379,Vieques,PR,2022-07-12 18:40:46,18.425,-65.8329,90.72,66,20,18.41
380,Kalevala,RU,2022-07-12 18:43:09,65.2,31.1667,68.85,82,38,2.42
381,Presidente Epitacio,BR,2022-07-12 18:43:10,-21.7633,-52.1156,76.89,53,98,10.96
382,Praia Da Vitoria,PT,2022-07-12 18:43:10,38.7333,-27.0667,75.45,78,75,11.88
383,Makakilo City,US,2022-07-12 18:43:11,21.3469,-158.0858,77.99,68,75,11.5
384,Blonie,PL,2022-07-12 18:43:11,52.1985,20.6171,70.14,66,100,18.99
385,Severo-Yeniseyskiy,RU,2022-07-12 18:43:12,60.3725,93.0408,47.43,91,100,2.3
386,Kushmurun,KZ,2022-07-12 18:43:12,52.4503,64.6311,70.9,70,17,8.5
387,Solnechnyy,RU,2022-07-12 18:43:13,50.7214,136.6319,64.09,99,100,2.46
388,Baillif,GP,2022-07-12 18:43:13,16.0202,-61.7463,85.5,72,100,14.79
389,Tomohon,ID,2022-07-12 18:43:14,1.3346,124.8392,68.94,92,100,3.2
390,Faya,SA,2022-07-12 18:43:14,18.3851,42.4509,71.71,50,100,8.01
391,Bosconia,CO,2022-07-12 18:43:15,9.9689,-73.8836,95.38,41,69,1.83
392,Itaituba,BR,2022-07-12 18:43:16,-4.2761,-55.9836,95.16,41,20,9.22
393,Vila Franca Do Campo,PT,2022-07-12 18:43:16,37.7167,-25.4333,72.01,90,95,9.55
394,Najran,SA,2022-07-12 18:42:11,17.4924,44.1277,72.25,28,100,7.87
395,Ayan,RU,2022-07-12 18:43:17,56.45,138.1667,58.03,99,95,2.37
396,Kolyvan,RU,2022-07-12 18:43:18,55.3053,82.7391,55.02,82,0,7.18
397,Moranbah,AU,2022-07-12 18:43:18,-22.0016,148.0466,49.03,61,0,6.96
398,Deputatskiy,RU,2022-07-12 18:43:19,69.3,139.9,55.69,74,99,2.1
399,Nishihara,JP,2022-07-12 18:40:14,26.1842,127.7558,81.68,89,78,4.61
400,Katav-Ivanovsk,RU,2022-07-12 18:43:20,54.7531,58.1956,63.37,95,100,4.18
401,Gorele,TR,2022-07-12 18:43:20,41.0308,39.0031,70.59,77,96,5.32
402,Kabalo,CD,2022-07-12 18:43:21,-6.05,26.9167,84.11,32,99,3.98
403,Ostrovnoy,RU,2022-07-12 18:43:21,68.0531,39.5131,57.81,96,100,2.93
404,Bathsheba,BB,2022-07-12 18:43:22,13.2167,-59.5167,86.61,81,20,21.85
405,Casper,US,2022-07-12 18:43:23,42.8666,-106.3131,87.73,35,0,4.61
406,Coquimbo,CL,2022-07-12 18:43:23,-29.9533,-71.3436,61.66,57,0,7.54
407,Bonthe,SL,2022-07-12 18:43:24,7.5264,-12.505,76.84,87,85,7.61
408,Opuwo,NA,2022-07-12 18:43:25,-18.0607,13.84,65.53,29,0,8.28
409,Hecun,CN,2022-07-12 18:43:25,36.5333,114.1111,72.57,90,100,1.63
410,Eyl,SO,2022-07-12 18:43:26,7.9803,49.8164,78.8,74,100,24.74
411,Sorland,NO,2022-07-12 18:43:26,67.667,12.6934,57.06,89,100,10.87
412,Ivankiv,UA,2022-07-12 18:43:27,50.9386,29.8943,56.23,88,100,14.67
413,Rock Hill,US,2022-07-12 18:43:27,34.9249,-81.0251,88.02,68,75,8.05
414,Saint Albans,GB,2022-07-12 18:43:28,51.75,-0.3333,81.64,57,0,10.36
415,Sile,TR,2022-07-12 18:44:28,41.1754,29.6133,73.56,59,0,4.0
416,Chokwe,MZ,2022-07-12 18:44:29,-24.5333,32.9833,66.47,78,27,5.12
417,Terrace Bay,CA,2022-07-12 18:43:07,48.7834,-87.1,57.69,59,100,4.81
418,Antofagasta,CL,2022-07-12 18:42:22,-23.65,-70.4,60.08,66,4,5.57
419,Nome,US,2022-07-12 18:44:30,64.5011,-165.4064,58.15,71,0,3.44
420,Naze,JP,2022-07-12 18:44:31,28.3667,129.4833,77.92,88,96,7.07
421,Pavlodar,KZ,2022-07-12 18:44:32,52.3,76.95,64.2,63,0,6.71
422,Aklavik,CA,2022-07-12 18:44:32,68.2191,-135.0107,48.2,93,100,14.97
423,Half Moon Bay,US,2022-07-12 18:40:04,37.4636,-122.4286,81.88,70,40,9.22
424,Zhenhai,CN,2022-07-12 18:44:33,24.2582,118.0905,81.28,84,22,6.11
425,Roma,US,2022-07-12 18:44:33,43.2128,-75.4557,88.72,62,40,15.99
426,Vila Velha,BR,2022-07-12 18:40:19,-20.3297,-40.2925,84.15,74,75,11.01
427,Hunsur,IN,2022-07-12 18:44:34,12.3075,76.2878,68.16,88,100,12.73
428,Dubti,ET,2022-07-12 18:44:35,11.7361,41.0853,89.85,36,90,5.08
429,Mamallapuram,IN,2022-07-12 18:40:08,12.6264,80.1722,86.05,59,100,14.63
430,Luba,GQ,2022-07-12 18:44:36,3.4568,8.5547,76.89,85,89,8.97
431,Skjervoy,NO,2022-07-12 18:44:36,70.0311,20.9714,64.4,85,18,1.92
432,Manaure,CO,2022-07-12 18:44:37,11.7751,-72.4445,90.1,50,100,23.11
433,Santa Rosa,PH,2022-07-12 18:40:07,14.3122,121.1114,80.58,88,99,1.66
434,Shestakovo,RU,2022-07-12 18:44:38,56.4915,103.96,49.75,96,7,1.21
435,Palaikastron,GR,2022-07-12 18:44:38,35.2,26.25,74.3,71,0,20.6
436,Tripoli,LY,2022-07-12 18:43:30,32.8752,13.1875,80.38,61,0,18.88
437,Margate,GB,2022-07-12 18:43:45,51.3813,1.3862,77.7,52,100,3.0
438,Esna,EG,2022-07-12 18:44:39,25.2934,32.554,90.95,20,24,9.89
439,Nyurba,RU,2022-07-12 18:44:40,63.2842,118.3319,57.72,95,70,2.53
440,Aksarka,RU,2022-07-12 18:39:45,66.5606,67.7975,53.46,83,100,7.16
441,Lixourion,GR,2022-07-12 18:44:41,38.2019,20.4314,78.8,57,0,11.5
442,Paita,PE,2022-07-12 18:44:41,-5.0892,-81.1144,70.02,70,4,16.58
443,Oranjemund,NA,2022-07-12 18:44:41,-28.55,16.4333,55.26,85,0,10.89
444,Farah,AF,2022-07-12 18:44:43,32.5,62.5,84.42,13,0,4.72
445,San Policarpo,PH,2022-07-12 18:44:43,12.1791,125.5072,78.03,87,82,4.03
446,Yablonovo,RU,2022-07-12 18:44:44,50.8523,37.3574,63.48,61,100,5.55
447,Saint George,US,2022-07-12 18:43:13,37.1041,-113.5841,106.63,17,0,4.61
448,Mana,GF,2022-07-12 18:44:45,5.6592,-53.7767,82.31,75,57,7.78
449,Quatre Cocos,MU,2022-07-12 18:44:45,-20.2078,57.7625,71.71,66,97,15.9
450,Cap Malheureux,MU,2022-07-12 18:44:46,-19.9842,57.6142,71.47,66,96,5.01
451,Kurchum,KZ,2022-07-12 18:44:46,48.5722,83.6542,67.32,59,100,4.81
452,Flinders,AU,2022-07-12 18:44:47,-34.5833,150.8552,47.37,82,100,5.99
453,Divnoye,RU,2022-07-12 18:44:47,45.9089,43.3547,71.55,68,71,10.16
454,Mogadouro,PT,2022-07-12 18:44:48,41.3403,-6.7119,93.9,16,35,6.91
455,Labuhan,ID,2022-07-12 18:43:46,-6.8844,112.2051,76.71,87,91,6.29
456,North Bend,US,2022-07-12 18:44:49,43.4065,-124.2243,71.92,86,40,20.71
457,Banda Aceh,ID,2022-07-12 18:44:50,5.5577,95.3222,79.86,76,100,13.51
458,Yinchuan,CN,2022-07-12 18:44:51,38.4681,106.2731,76.19,53,29,8.7
459,Santiago De Cuba,CU,2022-07-12 18:44:51,20.0247,-75.8219,87.91,70,20,9.22
460,Shache,CN,2022-07-12 18:44:52,38.4167,77.2406,77.31,29,100,1.28
461,Mumford,GH,2022-07-12 18:45:52,5.2618,-0.759,75.24,84,14,8.72
462,Sao Jose Da Coroa Grande,BR,2022-07-12 18:44:15,-8.8978,-35.1478,78.96,74,95,6.89
463,Chicholi,IN,2022-07-12 18:45:53,21.4667,79.6833,79.66,87,100,1.92
464,Fort Pierce,US,2022-07-12 18:44:02,27.4467,-80.3256,97.05,72,75,15.99
465,Talnakh,RU,2022-07-12 18:45:54,69.4865,88.3972,45.21,71,95,10.42
466,Alyangula,AU,2022-07-12 18:45:55,-13.8483,136.4192,67.06,56,11,14.25
467,Karasburg,NA,2022-07-12 18:45:55,-28.0167,18.75,57.97,34,0,8.23
468,Metkovic,HR,2022-07-12 18:45:56,43.0542,17.6483,82.87,56,99,2.06
469,Port Shepstone,ZA,2022-07-12 18:45:56,-30.7414,30.455,63.59,85,31,8.77
470,Kalmunai,LK,2022-07-12 18:45:57,7.4167,81.8167,79.32,64,61,6.85
471,Mkushi,ZM,2022-07-12 18:45:57,-13.6202,29.3939,61.57,55,100,9.71
472,Fort-Shevchenko,KZ,2022-07-12 18:45:58,44.5086,50.263,84.6,38,100,9.86
473,Souris,CA,2022-07-12 18:45:58,49.6172,-100.2612,76.86,61,0,12.39
474,Saint Simons,US,2022-07-12 18:42:21,31.1352,-81.3901,90.05,68,40,8.05
475,Waw,SS,2022-07-12 18:45:59,7.7029,27.9953,74.05,85,100,1.1
476,Kupang,ID,2022-07-12 18:46:00,-10.1667,123.5833,72.01,73,92,11.54
477,Luderitz,NA,2022-07-12 18:46:00,-26.6481,15.1594,58.14,68,0,15.7
478,Whitehorse,CA,2022-07-12 18:46:01,60.7161,-135.0538,47.17,87,100,0.0
479,Aguimes,ES,2022-07-12 18:46:01,27.9054,-15.4461,72.66,64,20,26.46
480,Randudongkal,ID,2022-07-12 18:46:02,-7.0981,109.3243,73.53,92,98,0.72
481,Hirara,JP,2022-07-12 18:46:02,24.8,125.2833,85.06,73,77,13.96
482,Antsohihy,MG,2022-07-12 18:46:03,-14.8796,47.9875,72.91,59,0,10.38
483,Lerwick,GB,2022-07-12 18:46:03,60.1545,-1.1494,53.6,76,38,23.87
484,Conakry,GN,2022-07-12 18:46:04,9.538,-13.6773,82.47,83,40,9.22
485,Hearst,CA,2022-07-12 18:45:02,49.6835,-83.6665,69.53,36,71,9.73
486,San Borja,BO,2022-07-12 18:46:05,-14.8167,-66.85,63.28,93,100,8.16
487,Porto Ferreira,BR,2022-07-12 18:43:07,-21.8539,-47.4792,84.65,33,89,9.53
488,Haines Junction,CA,2022-07-12 18:44:21,60.7522,-137.5108,46.35,93,100,1.14
489,Onega,RU,2022-07-12 18:46:06,63.9061,38.1404,72.48,66,52,6.38
490,Ca Mau,VN,2022-07-12 18:46:06,9.1769,105.15,75.38,93,100,16.35
491,Pierre,US,2022-07-12 18:46:07,44.3683,-100.351,86.86,37,0,8.05
492,George,ZA,2022-07-12 18:46:07,-33.963,22.4617,49.55,87,0,4.61
493,Lonevag,NO,2022-07-12 18:46:08,60.5262,5.4937,59.2,94,100,3.62
494,Mitsamiouli,KM,2022-07-12 18:46:08,-11.3847,43.2844,77.29,73,20,2.3
495,Comodoro Rivadavia,AR,2022-07-12 18:42:05,-45.8667,-67.5,46.26,53,20,16.11
496,Beisfjord,NO,2022-07-12 18:46:09,68.3751,17.5988,71.65,53,100,4.45
497,Bukama,CD,2022-07-12 18:46:09,-9.2,25.85,73.6,35,5,3.29
498,Salym,RU,2022-07-12 18:46:10,60.0625,71.4789,59.9,72,93,3.06
499,Myitkyina,MM,2022-07-12 18:46:11,25.3833,97.4,76.42,97,43,1.14
500,Shenkursk,RU,2022-07-12 18:46:11,62.1091,42.896,69.58,75,47,7.74
501,Aksu,CN,2022-07-12 18:46:12,41.1231,80.2644,73.13,38,60,7.54
502,Caxito,AO,2022-07-12 18:46:12,-8.5785,13.6643,68.4,91,4,6.02
503,Huambo,AO,2022-07-12 18:46:13,-12.7761,15.7392,59.72,33,0,4.34
504,Sirsilla,IN,2022-07-12 18:46:13,18.3833,78.8333,71.96,91,100,22.5
505,Muskegon,US,2022-07-12 18:44:03,43.3,-86.1334,76.3,68,40,13.8
506,Charters Towers,AU,2022-07-12 18:46:14,-20.1,146.2667,49.96,68,6,10.42
507,Tra Vinh,VN,2022-07-12 18:45:28,9.9347,106.3453,74.52,95,100,11.77
508,Buala,SB,2022-07-12 18:46:15,-8.145,159.5921,79.57,83,37,7.87
509,Tecoanapa,MX,2022-07-12 18:47:15,16.5167,-98.75,85.5,69,46,10.71
510,Byron Bay,AU,2022-07-12 18:47:16,-28.65,153.6167,49.71,83,1,6.58
511,Bubaque,GW,2022-07-12 18:47:16,11.2833,-15.8333,81.09,78,100,8.21
512,Turukhansk,RU,2022-07-12 18:47:17,65.8167,87.9833,48.04,62,100,13.4
513,Stokmarknes,NO,2022-07-12 18:47:17,68.5646,14.9108,67.98,49,0,14.97
514,Okha,RU,2022-07-12 18:47:18,53.5739,142.9478,54.41,83,0,11.48
515,Kamenskiy,RU,2022-07-12 18:47:18,50.8855,45.488,69.19,72,77,6.93
516,Kavaratti,IN,2022-07-12 18:47:19,10.5669,72.642,81.5,81,100,19.33
517,Key West,US,2022-07-12 18:46:42,24.5557,-81.7826,95.0,59,0,9.22
518,Kahului,US,2022-07-12 18:43:29,20.8947,-156.47,81.97,62,20,13.0
519,Alice,US,2022-07-12 18:47:20,27.7523,-98.0697,99.55,44,0,6.91
520,Woodward,US,2022-07-12 18:47:21,36.4337,-99.3904,90.63,33,0,14.97
521,Stornoway,GB,2022-07-12 18:47:21,58.2093,-6.3865,55.92,74,75,17.27
522,Gornyak,RU,2022-07-12 18:47:22,50.9942,81.4661,64.47,61,0,15.03
523,Yakymivka,UA,2022-07-12 18:47:22,46.6897,35.1536,67.5,42,4,9.17
524,Thai Binh,VN,2022-07-12 18:47:23,20.45,106.3333,81.09,87,100,6.2
525,Mosquera,CO,2022-07-12 18:47:23,4.7059,-74.2302,64.49,63,75,6.91
526,Mendi,PG,2022-07-12 18:47:24,-6.1761,143.6513,54.79,98,70,1.39
527,Sao Joao Da Barra,BR,2022-07-12 18:47:24,-21.6403,-41.0511,82.49,76,63,18.92
528,Kabare,CD,2022-07-12 18:47:24,-2.4683,28.8242,63.1,73,60,1.99
529,Manado,ID,2022-07-12 18:47:25,1.487,124.8455,77.77,88,20,2.3
530,Lahij,YE,2022-07-12 18:47:26,13.1667,44.5833,90.86,37,100,4.25
531,Shimoda,JP,2022-07-12 18:47:26,34.6667,138.95,72.1,94,100,4.05
532,Paradise Valley,US,2022-07-12 18:42:53,33.5312,-111.9427,108.46,17,0,7.0
533,Meteti,PA,2022-07-12 18:47:27,8.4983,-77.9786,82.18,86,99,3.04
534,Wuda,CN,2022-07-12 18:44:56,39.4994,106.7117,77.16,50,100,3.22
535,Madanapalle,IN,2022-07-12 18:47:28,13.55,78.5,73.54,77,100,19.3
536,Awjilah,LY,2022-07-12 18:47:28,29.1081,21.2869,87.01,29,0,12.68
537,Jalu,LY,2022-07-12 18:47:29,29.0331,21.5482,87.94,26,0,11.16
538,Beatrice,US,2022-07-12 18:47:30,40.2681,-96.747,83.44,42,40,11.5
539,Mugango,TZ,2022-07-12 18:47:30,-1.6833,33.7,73.94,53,99,6.78
540,The Valley,AI,2022-07-12 18:45:27,18.217,-63.0578,87.66,66,40,14.97
541,Chifeng,CN,2022-07-12 18:47:31,42.2683,118.9636,67.91,90,82,5.44
542,Cabatuan,PH,2022-07-12 18:47:32,10.8794,122.486,76.91,87,100,4.03
543,Ostrovskoye,RU,2022-07-12 18:47:32,57.8057,42.2433,63.91,86,43,6.33
544,Anori,BR,2022-07-12 18:47:33,-3.7728,-61.6442,88.92,57,86,2.46
545,Rafraf,TN,2022-07-12 18:47:33,37.1904,10.1837,84.52,64,0,17.98
546,Mnogovershinnyy,RU,2022-07-12 18:47:33,53.9353,139.9242,59.43,99,100,2.73
547,Fortuna,US,2022-07-12 18:47:34,40.5982,-124.1573,72.93,74,0,5.01
548,Saint-Joseph,RE,2022-07-12 18:47:34,-21.3667,55.6167,68.38,68,22,13.24
549,Saint-Paul,RE,2022-07-12 18:47:35,-21.0096,55.2707,69.91,70,42,5.55
