City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
627,Monrovia,LR,76.35,light rain,6.3005,-10.7969,Sunset Inn
632,Omutninsk,RU,67.23,broken clouds,58.67,52.1932,"Hotel ""Road"""
633,Tiarei,PF,82.42,scattered clouds,-17.5333,-149.3333,Le Rocher de Tahiti
634,Wake Forest,US,83.16,scattered clouds,35.9799,-78.5097,Hampton Inn Raleigh/Town Of Wake Forest
635,Lazurne,UA,68.38,broken clouds,46.084,32.5295,New Manna Hostel
637,Kalianget,ID,79.29,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
638,Dwarka,IN,82.11,very heavy rain,22.2394,68.9678,Hotel Narayan Avezika Comfort
641,Kimbe,PG,84.78,scattered clouds,-5.5502,150.1429,Kimbe Bay Hotel
642,Gambela,ET,70.41,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
643,The Valley,AI,82.09,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
644,Outram,MY,82.29,broken clouds,1.2829,103.8379,Grand Copthorne Waterfront
646,Mananjary,MG,64.33,light rain,-21.2167,48.3333,Vahiny Lodge
648,Belmonte,BR,72.25,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
650,Chapais,CA,67.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
651,Kattivakkam,IN,82.49,overcast clouds,13.2167,80.3167,Euronova Freezer
653,Itoman,JP,84.22,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
654,Breves,BR,80.38,overcast clouds,-1.6822,-50.4803,Hotel e Restaurante Grill
657,Carutapera,BR,76.23,overcast clouds,-1.195,-46.02,Lidera
658,Inhambane,MZ,65.35,clear sky,-23.865,35.3833,Oceano
660,Nha Trang,VN,78.8,overcast clouds,12.25,109.1833,Hanoi Golden Hotel
661,Portland,US,83.16,few clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
663,Fond Du Lac,US,75.47,clear sky,43.775,-88.4388,Radisson Hotel and Conference Center Fond du Lac
664,Acarau,BR,79.43,broken clouds,-2.8856,-40.12,castelo pizzaria
667,Begoro,GH,67.6,overcast clouds,6.3871,-0.3774,Sweet Memories Hotel
668,Nouadhibou,MR,69.78,few clouds,20.931,-17.0347,El Medina
671,Dongning,CN,66.31,moderate rain,44.0622,131.1207,Huayu Hotel
672,Pontianak,ID,73.38,few clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
675,Half Moon Bay,US,84.06,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
676,Hun,LY,75.31,clear sky,29.1268,15.9477,Alrwasi Hotel
677,Agapovka,RU,63.61,light rain,53.2973,59.1348,Gostinitsa Zhkkh
678,Limbang,MY,73.51,overcast clouds,4.75,115.0,Purnama Hotel
